"Date";"Title";"Comment";"Main category";"Subcategory";"Account";"Amount"
"2/26/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-200.000"
"2/26/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"200.000"
"2/27/2019";"Coin transfer";"";"Home";"";"Cash Money";"-1.000"
"2/27/2019";"Coin transfer";"";"Home";"";"Coin Vault";"1.000"
"2/27/2019";"Snack";"include parking fee";"Home";"Food";"Cash Money";"-68.200"
"2/27/2019";"Dinner";"";"Home";"Food";"Cash Money";"-18.000"
"2/27/2019";"Coin transfer";"";"Home";"";"Cash Money";"-1.000"
"2/27/2019";"Coin transfer";"";"Home";"";"Coin Vault";"1.000"
"2/28/2019";"Internet";"";"Home";"";"Bank Mandiri";"-150.000"
"2/28/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"2/28/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"2/28/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"3/1/2019";"Lunch";"";"Home";"Food";"Cash Money";"-18.000"
"3/1/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-100.000"
"3/1/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"100.000"
"3/1/2019";"Gold investment";"";"Investment";"";"Bank Mandiri";"-255.000"
"3/1/2019";"Dinner";"";"Home";"Food";"Cash Money";"-14.000"
"3/1/2019";"Coin transfer";"";"Home";"";"Cash Money";"-3.000"
"3/1/2019";"Coin transfer";"";"Home";"";"Coin Vault";"3.000"
"3/2/2019";"Transportation";"";"Trip";"";"Cash Money";"-83.000"
"3/3/2019";"Electricity";"";"Home";"";"Bank Mandiri";"-50.000"
"3/3/2019";"Unnecessary expense";"";"Unnecessary expense";"";"Bank Mandiri";"-2.000"
"3/5/2019";"Water";"";"Home";"Water";"Bank Mandiri";"-25.000"
"3/5/2019";"Books";"";"Sports & Recreation";"Books";"Cash Money";"-119.000"
"3/7/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"3/7/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"3/9/2019";"Gift";"";"Income";"Income";"Bank Mandiri";"200.000"
"3/9/2019";"Transportation";"";"Trip";"";"Cash Money";"-85.000"
"3/9/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-300.000"
"3/9/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"300.000"
"3/10/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.000"
"3/10/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.000"
"3/10/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-50.000"
"3/10/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"50.000"
"3/10/2019";"Lunch";"";"Home";"Food";"Cash Money";"-16.000"
"3/10/2019";"Mutual Funds";"";"Investment";"";"Bank Mandiri";"-200.000"
"3/11/2019";"Dinner";"";"Home";"Food";"Cash Money";"-12.000"
"3/11/2019";"Snack";"include drink";"Home";"Food";"Cash Money";"-8.000"
"3/11/2019";"Mutual Funds";"";"Investment";"";"Bank Mandiri";"-50.000"
"3/11/2019";"Coin transfer";"";"Home";"";"Cash Money";"-1.000"
"3/11/2019";"Coin transfer";"";"Home";"";"Coin Vault";"1.000"
"3/12/2019";"Lunch";"";"Home";"Food";"Cash Money";"-12.000"
"3/12/2019";"Dinner";"include drink";"Home";"Food";"Cash Money";"-21.000"
"3/13/2019";"Dinner";"";"Home";"Food";"Cash Money";"-13.000"
"3/13/2019";"Snack";"include drink";"Home";"Food";"Cash Money";"-33.200"
"3/13/2019";"Coin transfer";"";"Home";"";"Cash Money";"-800"
"3/13/2019";"Coin transfer";"";"Home";"";"Coin Vault";"800"
"3/14/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"3/14/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"3/14/2019";"Lunch";"";"Home";"Food";"Cash Money";"-13.000"
"3/14/2019";"Printings";"";"Expenses";"Education";"Cash Money";"-2.000"
"3/14/2019";"Gasoline";"";"Motorbike";"";"Cash Money";"-70.000"
"3/14/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.000"
"3/14/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.000"
"3/14/2019";"Dinner";"";"Home";"Food";"Cash Money";"-17.000"
"3/15/2019";"Dinner";"";"Home";"Food";"Cash Money";"-20.000"
"3/15/2019";"Drinks";"";"Home";"Food";"Cash Money";"-17.000"
"3/15/2019";"Coin transfer";"";"Home";"";"Cash Money";"-1.000"
"3/15/2019";"Coin transfer";"";"Home";"";"Coin Vault";"1.000"
"3/16/2019";"Lunch";"";"Home";"Food";"Cash Money";"-9.000"
"3/16/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-250.000"
"3/16/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"250.000"
"3/16/2019";"Water";"";"Home";"Water";"Bank Mandiri";"-21.000"
"3/16/2019";"Dinner";"";"Home";"Food";"Cash Money";"-12.000"
"3/17/2019";"Dinner";"";"Home";"Food";"Cash Money";"-21.000"
"3/18/2019";"Printings";"";"Expenses";"Education";"Cash Money";"-3.000"
"3/18/2019";"Lunch";"";"Home";"Food";"Cash Money";"-13.000"
"3/18/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"3/19/2019";"Lunch";"";"Home";"Food";"Cash Money";"-18.000"
"3/19/2019";"Dinner";"";"Home";"Food";"Cash Money";"-27.000"
"3/20/2019";"Dinner";"";"Home";"Food";"Cash Money";"-24.000"
"3/20/2019";"Laundry";"";"Home";"";"Cash Money";"-35.000"
"3/21/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"3/21/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"3/21/2019";"Lunch";"";"Home";"Food";"Cash Money";"-16.000"
"3/22/2019";"Snack";"include drink";"Home";"Food";"Cash Money";"-6.000"
"3/22/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"3/22/2019";"Printings";"";"Expenses";"Education";"Cash Money";"-29.000"
"3/24/2019";"Snack";"include bread";"Home";"Food";"Cash Money";"-29.600"
"3/24/2019";"Dinner";"";"Home";"Food";"Cash Money";"-19.000"
"3/25/2019";"Dinner";"";"Home";"Food";"Cash Money";"-19.000"
"3/27/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"3/28/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"3/28/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"3/30/2019";"Internet";"";"Home";"";"Bank Mandiri";"-150.000"
"3/30/2019";"Dinner";"";"Home";"Food";"Cash Money";"-30.000"
"3/30/2019";"Snack";"include bread";"Home";"Food";"Cash Money";"-60.550"
"3/30/2019";"Income";"";"Income";"Income";"Bank Mandiri";"1.700.000"
"3/31/2019";"Dinner";"";"Home";"Food";"Cash Money";"-38.100"
"3/31/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.900"
"3/31/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.900"
"4/1/2019";"Mutual Funds";"";"Investment";"";"Bank Mandiri";"-50.000"
"4/1/2019";"Lunch";"";"Home";"Food";"Cash Money";"-25.000"
"4/1/2019";"Dinner";"";"Home";"Food";"Cash Money";"-12.000"
"4/2/2019";"Lunch";"";"Home";"Food";"Cash Money";"-12.000"
"4/2/2019";"Water";"";"Home";"Water";"Bank Mandiri";"-21.000"
"4/2/2019";"Dinner";"";"Home";"Food";"Cash Money";"-12.000"
"4/2/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-200.000"
"4/2/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"200.000"
"4/2/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.000"
"4/2/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.000"
"4/3/2019";"Electricity";"";"Home";"";"Bank Mandiri";"-50.000"
"4/4/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"4/4/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"4/4/2019";"Lunch";"";"Home";"Food";"Cash Money";"-10.000"
"4/4/2019";"Dinner";"";"Home";"Food";"Cash Money";"-19.000"
"4/4/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-200.000"
"4/4/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"200.000"
"4/4/2019";"Gold investment";"";"Investment";"";"Bank Mandiri";"-200.000"
"4/5/2019";"Water";"";"Home";"Water";"Bank Mandiri";"-25.000"
"4/5/2019";"Dinner";"";"Home";"Food";"Cash Money";"-23.000"
"4/6/2019";"Laundry";"";"Home";"";"Cash Money";"-26.000"
"4/6/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"4/7/2019";"Dinner";"";"Home";"Food";"Cash Money";"-24.000"
"4/7/2019";"Drinks";"";"Home";"Food";"Cash Money";"-10.500"
"4/7/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.000"
"4/7/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.000"
"4/8/2019";"Dinner";"";"Home";"Food";"Cash Money";"-18.000"
"4/9/2019";"Lunch";"";"Home";"Food";"Cash Money";"-13.000"
"4/9/2019";"Dinner";"";"Home";"Food";"Cash Money";"-12.000"
"4/10/2019";"Dinner";"";"Home";"Food";"Cash Money";"-14.000"
"4/10/2019";"Snack";"include bread";"Home";"Food";"Cash Money";"-51.500"
"4/10/2019";"Coin transfer";"";"Home";"";"Cash Money";"-500"
"4/10/2019";"Coin transfer";"";"Home";"";"Coin Vault";"500"
"4/10/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-300.000"
"4/10/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"300.000"
"4/11/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"4/11/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"4/11/2019";"Lunch";"";"Home";"Food";"Cash Money";"-15.000"
"4/11/2019";"Washing it";"";"Motorbike";"";"Cash Money";"-20.000"
"4/11/2019";"Gasoline";"";"Motorbike";"";"Cash Money";"-60.000"
"4/12/2019";"Dinner";"";"Home";"Food";"Cash Money";"-20.000"
"4/14/2019";"Dinner";"";"Home";"Food";"Cash Money";"-25.000"
"4/15/2019";"Lunch";"";"Home";"Food";"Cash Money";"-10.000"
"4/16/2019";"Lunch";"";"Home";"Food";"Cash Money";"-13.500"
"4/16/2019";"Printings";"";"Expenses";"Education";"Cash Money";"-7.500"
"4/17/2019";"Parking Fee";"";"Office & Work";"";"Cash Money";"-3.000"
"4/17/2019";"Dinner";"";"Home";"Food";"Cash Money";"-17.000"
"4/17/2019";"Printings";"";"Expenses";"Education";"Cash Money";"-25.000"
"4/18/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"4/18/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"4/18/2019";"Lunch";"";"Home";"Food";"Cash Money";"-17.000"
"4/18/2019";"Printings";"";"Expenses";"Education";"Cash Money";"-63.000"
"4/18/2019";"Dinner";"";"Home";"Food";"Cash Money";"-20.000"
"4/19/2019";"Dinner";"";"Home";"Food";"Cash Money";"-12.000"
"4/19/2019";"Snack";"include bread";"Home";"Food";"Cash Money";"-8.000"
"4/20/2019";"Books";"Include donation book.";"Sports & Recreation";"Books";"Cash Money";"-214.100"
"4/20/2019";"Income";"";"Income";"Income";"Bank Mandiri";"500.000"
"4/20/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-300.000"
"4/20/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"300.000"
"4/20/2019";"Lunch";"";"Home";"Food";"Cash Money";"-15.000"
"4/20/2019";"Parking Fee";"";"Office & Work";"";"Cash Money";"-3.000"
"4/20/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.000"
"4/20/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.000"
"4/21/2019";"Printings";"";"Expenses";"Education";"Cash Money";"-7.000"
"4/21/2019";"Water";"";"Home";"Water";"Bank Mandiri";"-21.000"
"4/21/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-200.000"
"4/21/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"200.000"
"4/22/2019";"Lunch";"";"Home";"Food";"Cash Money";"-7.000"
"4/22/2019";"Parking Fee";"";"Office & Work";"";"Cash Money";"-1.500"
"4/22/2019";"Income";"";"Income";"Income";"Bank Mandiri";"50.000"
"4/22/2019";"Gasoline";"";"Motorbike";"";"Cash Money";"-50.000"
"4/22/2019";"Snack";"include bread";"Home";"Food";"Cash Money";"-46.500"
"4/22/2019";"Coin transfer";"";"Home";"";"Cash Money";"-4.000"
"4/22/2019";"Coin transfer";"";"Home";"";"Coin Vault";"4.000"
"4/22/2019";"Printings";"";"Expenses";"Education";"Cash Money";"-5.000"
"4/23/2019";"Lunch";"";"Home";"Food";"Cash Money";"-14.000"
"4/23/2019";"Dinner";"";"Home";"Food";"Cash Money";"-15.000"
"4/24/2019";"Dinner";"";"Home";"Food";"Cash Money";"-18.000"
"4/24/2019";"Drinks";"";"Home";"Food";"Cash Money";"-8.500"
"4/25/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"4/25/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"4/26/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"4/27/2019";"Dinner";"";"Home";"Food";"Cash Money";"-28.000"
"4/27/2019";"Income";"";"Income";"Income";"Bank Mandiri";"1.700.000"
"4/28/2019";"Compensation transaction";"";"Compensation transactions";"";"Cash Money";"47.850"
"4/28/2019";"Compensation transaction";"";"Compensation transactions";"";"Bank Mandiri";"-1.344.300"
"4/28/2019";"Compensation transaction";"";"Compensation transactions";"";"Bank Mandiri";"250.000"
"4/28/2019";"Mutual Funds";"";"Investment";"";"Bank Mandiri";"-50.000"
"4/28/2019";"Groceries";"Including snack, tissue, detergent.";"Home";"";"Cash Money";"-98.400"
"4/28/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.100"
"4/28/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.100"
"4/28/2019";"Parking Fee";"";"Office & Work";"";"Cash Money";"-1.500"
"4/28/2019";"Dinner";"";"Home";"Food";"Cash Money";"-18.000"
"4/29/2019";"Dinner";"";"Home";"Food";"Cash Money";"-22.000"
"4/30/2019";"Lunch";"";"Home";"Food";"Cash Money";"-10.000"
"4/30/2019";"Dinner";"";"Home";"Food";"Cash Money";"-17.000"
"5/1/2019";"Dinner";"";"Home";"Food";"Cash Money";"-22.000"
"5/1/2019";"Drinks";"";"Home";"Food";"Cash Money";"-19.800"
"5/1/2019";"Coin transfer";"";"Home";"";"Cash Money";"-200"
"5/1/2019";"Coin transfer";"";"Home";"";"Coin Vault";"200"
"5/2/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"5/2/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"5/2/2019";"Dinner";"";"Home";"Food";"Cash Money";"-11.000"
"5/2/2019";"Drinks";"include bread";"Home";"Food";"Cash Money";"-32.200"
"5/2/2019";"Coin transfer";"";"Home";"";"Cash Money";"-800"
"5/2/2019";"Coin transfer";"";"Home";"";"Coin Vault";"800"
"5/2/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-250.000"
"5/2/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"250.000"
"5/3/2019";"Dinner";"";"Home";"Food";"Cash Money";"-31.000"
"5/3/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.000"
"5/3/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.000"
"5/4/2019";"Laundry";"";"Home";"";"Cash Money";"-26.000"
"5/4/2019";"Lunch";"";"Home";"Food";"Cash Money";"-10.000"
"5/4/2019";"Dinner";"include bread";"Home";"Food";"Cash Money";"-33.000"
"5/5/2019";"Water";"";"Home";"Water";"Bank Mandiri";"-25.000"
"5/5/2019";"Dinner";"";"Home";"Food";"Cash Money";"-28.000"
"5/6/2019";"Drinks";"";"Home";"Food";"Cash Money";"-7.000"
"5/6/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-12.000"
"5/6/2019";"Dinner";"";"Home";"Food";"Cash Money";"-15.000"
"5/6/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-350.000"
"5/6/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"350.000"
"5/7/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-19.000"
"5/7/2019";"Dinner";"";"Home";"Food";"Cash Money";"-13.000"
"5/7/2019";"Drinks";"";"Home";"Food";"Cash Money";"-5.000"
"5/8/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-12.000"
"5/8/2019";"Dinner";"";"Home";"Food";"Cash Money";"-15.000"
"5/8/2019";"Coin transfer";"";"Home";"";"Cash Money";"-500"
"5/8/2019";"Coin transfer";"";"Home";"";"Coin Vault";"500"
"5/9/2019";"Internet";"";"Home";"";"Cash Money";"-150.000"
"5/9/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"5/9/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"5/9/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-15.500"
"5/9/2019";"Dinner";"";"Home";"Food";"Cash Money";"-14.000"
"5/9/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-200.000"
"5/9/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"200.000"
"5/9/2019";"Underwear";"Including snacks.";"Not assigned";"";"Cash Money";"-66.200"
"5/9/2019";"Coin transfer";"";"Home";"";"Cash Money";"-1.300"
"5/9/2019";"Coin transfer";"";"Home";"";"Coin Vault";"1.300"
"5/9/2019";"Parking Fee";"";"Office & Work";"";"Cash Money";"-1.500"
"5/10/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-16.000"
"5/11/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-20.000"
"5/11/2019";"Dinner";"";"Home";"Food";"Cash Money";"-15.000"
"5/12/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-20.000"
"5/12/2019";"Drinks";"";"Home";"Food";"Cash Money";"-9.000"
"5/12/2019";"Dinner";"";"Home";"Food";"Cash Money";"-17.000"
"5/12/2019";"Drinks";"";"Home";"Food";"Cash Money";"-6.000"
"5/13/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-11.000"
"5/13/2019";"Dinner";"";"Home";"Food";"Cash Money";"-19.000"
"5/14/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-17.000"
"5/14/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"5/14/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-250.000"
"5/14/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"250.000"
"5/14/2019";"Gasoline";"";"Motorbike";"";"Cash Money";"-60.000"
"5/15/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-14.000"
"5/15/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"5/15/2019";"Drinks";"";"Home";"Food";"Cash Money";"-10.000"
"5/16/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"5/16/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"5/16/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-17.000"
"5/16/2019";"Dinner";"";"Home";"Food";"Cash Money";"-15.000"
"5/17/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-19.000"
"5/18/2019";"Dinner";"";"Home";"Food";"Cash Money";"-18.000"
"5/18/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-16.000"
"5/18/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-150.000"
"5/18/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"150.000"
"5/19/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-16.000"
"5/19/2019";"Dinner";"";"Home";"Food";"Cash Money";"-13.000"
"5/20/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-14.000"
"5/20/2019";"Dinner";"";"Home";"Food";"Cash Money";"-15.000"
"5/20/2019";"Coin transfer";"";"Home";"";"Cash Money";"-2.000"
"5/20/2019";"Coin transfer";"";"Home";"";"Coin Vault";"2.000"
"5/21/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-15.000"
"5/21/2019";"Dinner";"";"Home";"Food";"Cash Money";"-12.000"
"5/22/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-12.000"
"5/22/2019";"Dinner";"";"Home";"Food";"Cash Money";"-15.000"
"5/23/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"5/23/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"5/23/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-19.000"
"5/23/2019";"Dinner";"";"Home";"Food";"Cash Money";"-11.000"
"5/23/2019";"Income";"";"Income";"Income";"Coin Vault";"5.000"
"5/24/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-15.000"
"5/24/2019";"Money transfer";"";"Balance Adjustment";"";"Saving Box";"-180.000"
"5/24/2019";"Money transfer";"";"Balance Adjustment";"";"Bank Mandiri";"180.000"
"5/24/2019";"Income";"";"Income";"Income";"Bank Mandiri";"120.000"
"5/24/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-150.000"
"5/24/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"150.000"
"5/24/2019";"Mutual Funds";"";"Investment";"";"Bank Mandiri";"-100.000"
"5/25/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-22.000"
"5/26/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-13.500"
"5/26/2019";"Coin transfer";"";"Home";"";"Cash Money";"-1.000"
"5/26/2019";"Coin transfer";"";"Home";"";"Coin Vault";"1.000"
"5/26/2019";"Income";"";"Income";"Income";"Bank Mandiri";"1.700.000"
"5/26/2019";"Dinner";"";"Home";"Food";"Cash Money";"-18.000"
"5/26/2019";"Mutual Funds";"";"Investment";"";"Bank Mandiri";"-100.000"
"5/26/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-200.000"
"5/26/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"200.000"
"5/27/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-12.000"
"5/27/2019";"Gold investment";"";"Investment";"";"Bank Mandiri";"-50.000"
"5/27/2019";"Dinner";"";"Home";"Food";"Cash Money";"-22.000"
"5/27/2019";"Nitrogen";"";"Motorbike";"";"Cash Money";"-6.000"
"5/27/2019";"Drinks";"Including snacks.";"Home";"Food";"Cash Money";"-48.000"
"5/27/2019";"Coin transfer";"";"Home";"";"Cash Money";"-1.000"
"5/27/2019";"Coin transfer";"";"Home";"";"Coin Vault";"1.000"
"5/28/2019";"Dinner";"";"Home";"Food";"Cash Money";"-16.000"
"5/28/2019";"Gasoline";"";"Motorbike";"";"Cash Money";"-70.000"
"5/28/2019";"Washing it";"";"Motorbike";"";"Cash Money";"-25.000"
"5/28/2019";"Coin transfer";"";"Home";"";"Cash Money";"-1.000"
"5/28/2019";"Coin transfer";"";"Home";"";"Coin Vault";"1.000"
"5/28/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-200.000"
"5/28/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"200.000"
"5/29/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-26.500"
"5/29/2019";"Drinks";"";"Home";"Food";"Cash Money";"-10.000"
"5/29/2019";"Dinner";"";"Home";"Food";"Cash Money";"-15.000"
"5/30/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"5/30/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"5/30/2019";"Drinks";"";"Home";"Food";"Cash Money";"-32.100"
"5/30/2019";"Breakfast";"";"Home";"Food";"Cash Money";"-20.000"
"5/30/2019";"Coin transfer";"";"Home";"";"Cash Money";"-900"
"5/30/2019";"Coin transfer";"";"Home";"";"Coin Vault";"900"
"6/6/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"6/6/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"6/6/2019";"Books";"";"Sports & Recreation";"Books";"Cash Money";"-155.000"
"6/11/2019";"Income";"";"Income";"Income";"Cash Money";"200.000"
"6/11/2019";"Deodorant etc";"";"Healthcare";"";"Bank Mandiri";"-41.800"
"6/11/2019";"Income";"";"Income";"Income";"Bank Mandiri";"500.000"
"6/11/2019";"Phone's fee";"";"Home";"Phone";"Cash Money";"-22.000"
"6/11/2019";"External harddisk";"";"Electronics & Computers";"PC accessories";"Bank Mandiri";"-764.000"
"6/11/2019";"Gold investment";"";"Investment";"";"Bank Mandiri";"-2.000"
"6/11/2019";"Skipping rope";"";"Sports & Recreation";"";"Bank Mandiri";"-64.000"
"6/12/2019";"Gold investment";"";"Investment";"";"Bank Mandiri";"-200.000"
"6/13/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"6/13/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"6/13/2019";"Gasoline";"";"Motorbike";"";"Cash Money";"-70.000"
"6/18/2019";"Book";"The Phantom of the Opera";"Sports & Recreation";"Books";"Cash Money";"-62.000"
"6/19/2019";"Snack";"";"Home";"Food";"Cash Money";"-28.000"
"6/19/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-200.000"
"6/19/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"200.000"
"6/20/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"6/20/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"6/24/2019";"Income";"";"Income";"Income";"Cash Money";"30.000"
"6/27/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"6/27/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"6/30/2019";"Internet";"";"Home";"";"Bank Mandiri";"-150.000"
"7/1/2019";"Income";"";"Income";"Income";"Bank Mandiri";"1.700.000"
"7/1/2019";"Income";"";"Income";"Income";"Bank Mandiri";"300.000"
"7/1/2019";"Book";"Cara paling tidak kreatif until mencintai";"Sports & Recreation";"Books";"Cash Money";"-49.000"
"7/1/2019";"Gold investment";"";"Investment";"";"Bank Mandiri";"-251.000"
"7/1/2019";"Weekly cash out";"";"Expenses";"";"Bank Mandiri";"-150.000"
"7/1/2019";"Weekly cash out";"";"Expenses";"";"Cash Money";"150.000"
"7/3/2019";"Electricity";"";"Home";"";"Bank Mandiri";"-50.000"
"7/4/2019";"4K Routine";"";"Saving";"";"Cash Money";"-4.000"
"7/4/2019";"4K Routine";"";"Saving";"";"Saving Box";"4.000"
"7/4/2019";"Internet";"";"Home";"";"Bank Mandiri";"-50.000"
"7/4/2019";"Drinks";"";"Home";"Food";"Cash Money";"-11.000"
